id,name,care_level,care_level_ko,sido,sigungu,address,phone,homepage,hours_24h,weekday_hours,weekend_hours,departments,has_homepage,place_search_url,daum_map_url
nat_7de549db1db7,24시 강서 젠틀리동물의료센터,secondary,2차 의료센터,경상남도,사천시,경상남도 사천시 사남면 사천대로 1589-34,02-2662-8111,https://blog.naver.com/fnrkwll,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EA%B0%95%EC%84%9C+%EC%A0%A0%ED%8B%80%EB%A6%AC%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EC%82%AC%EC%B2%9C%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C+%EA%B0%95%EC%84%9C+%EC%A0%A0%ED%8B%80%EB%A6%AC%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84
nat_d0e9a77c0f86,24시 굿케어동물의료센터,secondary,2차 의료센터,서울특별시,관악구,서울특별시 관악구 남부순환로 1861-2 (봉천동),02-6956-2475,https://blog.naver.com/goodcare24,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EA%B5%BF%EC%BC%80%EC%96%B4%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EA%B4%80%EC%95%85%EA%B5%AC,https://map.kakao.com/?q=24%EC%8B%9C+%EA%B5%BF%EC%BC%80%EC%96%B4%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_4333e03bcec8,24시 글로리 동물병원,primary,1차 진료,서울특별시,금천구,서울특별시 금천구 시흥대로 483 (독산동),0507-1431-8576,https://blog.naver.com/gloryamc,yes,00:00–24:00,,응급|일반진료|내과|외과(일반)|예방접종,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EA%B8%80%EB%A1%9C%EB%A6%AC+%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B8%88%EC%B2%9C%EA%B5%AC,https://map.kakao.com/?q=24%EC%8B%9C+%EA%B8%80%EB%A1%9C%EB%A6%AC+%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_b5f665865632,24시 나음동물의료센터,secondary,2차 의료센터,경기도,고양시,경기도 고양시 일산동구 백마로 223 (장항동),0507-1492-7975,https://naum24.modoo.at,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%82%98%EC%9D%8C%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EA%B3%A0%EC%96%91%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C+%EB%82%98%EC%9D%8C%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_eb4e7598c232,24시 넬 동물의료센터,secondary,2차 의료센터,경기도,안양시,경기도 안양시 동안구 시민대로 312 (평촌동),0507-1410-2144,http://www.nelamc.com/,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%84%AC+%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EC%95%88%EC%96%91%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C+%EB%84%AC+%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_baacccf07bb2,24시 노아동물메디컬센터,secondary,2차 의료센터,광주광역시,동구,광주광역시 동구 독립로 292 (대인동),062-222-0075,http://noahamc.co.kr/,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%85%B8%EC%95%84%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EB%8F%99%EA%B5%AC,https://map.kakao.com/?q=24%EC%8B%9C+%EB%85%B8%EC%95%84%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C
nat_bdd42e3ecf12,다올동물의료센터 망포점,secondary,2차 의료센터,경기도,수원시,경기도 수원시 영통구 덕영대로 1478 (망포동),0507-1478-0217,https://www.instagram.com/daol_ah,no,10:00–20:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=%EB%8B%A4%EC%98%AC%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EB%A7%9D%ED%8F%AC%EC%A0%90+%EC%88%98%EC%9B%90%EC%8B%9C,https://map.kakao.com/?q=%EB%8B%A4%EC%98%AC%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EB%A7%9D%ED%8F%AC%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_0625799c1469,24시 당신의 동물의료센터,secondary,2차 의료센터,경기도,수원시,경기도 수원시 장안구 천천로 100 (천천동),0507-1366-6575,http://pf.kakao.com/_exkBTK,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%8B%B9%EC%8B%A0%EC%9D%98+%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EC%88%98%EC%9B%90%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C+%EB%8B%B9%EC%8B%A0%EC%9D%98+%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_7608bd54da54,24시 더원동물메디컬센터,secondary,2차 의료센터,전북,익산시,전북 익산시 하나로12길 23 오투그란테,042-623-8461,http://www.theonethemall.co.kr/,unknown,,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%8D%94%EC%9B%90%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EC%9D%B5%EC%82%B0%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C+%EB%8D%94%EC%9B%90%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EC%A0%84%EB%B6%81
nat_0a8d319ae5b1,24시 더클래스 동물메디컬센터,secondary,2차 의료센터,경기도,성남시,"경기도 성남시 분당구 성남대로 275 (정자동, 삼성아데나팰리스아파트)",0507-1448-7975,http://pf.kakao.com/_xlxfxcUxj,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%8D%94%ED%81%B4%EB%9E%98%EC%8A%A4+%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EC%84%B1%EB%82%A8%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C+%EB%8D%94%ED%81%B4%EB%9E%98%EC%8A%A4+%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_a38620334472,24시 더힐동물의료센터,secondary,2차 의료센터,서울특별시,용산구,서울특별시 용산구 독서당로 81-1 (한남동),02-792-8275,https://blog.naver.com/thehillvmc,partial,09:00–21:00,토 00:00–24:00 · 일 00:00–24:00,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%8D%94%ED%9E%90%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EC%9A%A9%EC%82%B0%EA%B5%AC,https://map.kakao.com/?q=24%EC%8B%9C+%EB%8D%94%ED%9E%90%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_a801ec8a397e,24시 동탄 이음동물의료센터,secondary,2차 의료센터,경기도,화성시,경기도 화성시 동탄대로6길 15 (산척동),0507-1362-3513,http://www.eumamc.com/,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%8F%99%ED%83%84+%EC%9D%B4%EC%9D%8C%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%ED%99%94%EC%84%B1%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C+%EB%8F%99%ED%83%84+%EC%9D%B4%EC%9D%8C%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_006b0d582965,24시 동탄시티 동물의료센터,secondary,2차 의료센터,경기도,화성시,경기도 화성시 동탄지성로 126 (반송동),0507-1362-7533,https://www.dtctamc.com,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%8F%99%ED%83%84%EC%8B%9C%ED%8B%B0+%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%ED%99%94%EC%84%B1%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C+%EB%8F%99%ED%83%84%EC%8B%9C%ED%8B%B0+%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_194ab185b8f7,24시 로운동물의료센터,secondary,2차 의료센터,경상남도,통영시,"경상남도 통영시 원문로 52 (북신동, 광우화목맨션)",0507-1370-7594,https://blog.naver.com/rounamc1,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%A1%9C%EC%9A%B4%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%ED%86%B5%EC%98%81%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C+%EB%A1%9C%EC%9A%B4%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84
nat_ac8430d439c4,24시 루시드동물메디컬센터,secondary,2차 의료센터,서울특별시,강북구,서울특별시 강북구 월계로 3 (미아동),02-941-7900,https://blog.naver.com/lucidamc,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%A3%A8%EC%8B%9C%EB%93%9C%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EA%B0%95%EB%B6%81%EA%B5%AC,https://map.kakao.com/?q=24%EC%8B%9C+%EB%A3%A8%EC%8B%9C%EB%93%9C%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_41f40906e749,24시 리본동물의료센터,secondary,2차 의료센터,부산광역시,동래구,부산광역시 동래구 충렬대로 194 (명륜동),051-711-0006,http://rebornamc.com,yes,,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%A6%AC%EB%B3%B8%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EB%8F%99%EB%9E%98%EA%B5%AC,https://map.kakao.com/?q=24%EC%8B%9C+%EB%A6%AC%EB%B3%B8%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_1ccb27a6be34,24시 마곡M동물의료센터,secondary,2차 의료센터,부산광역시,동래구,"부산광역시 동래구 쇠미로 153 (온천동, 동래 삼정그린코아 포레스트)",02-2662-7515,https://blog.naver.com/mgmamc21,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%A7%88%EA%B3%A1M%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EB%8F%99%EB%9E%98%EA%B5%AC,https://map.kakao.com/?q=24%EC%8B%9C+%EB%A7%88%EA%B3%A1M%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_f64c150d092e,24시 마음든든동물병원,neighborhood,일반 동네병원,경기도,안양시,경기도 안양시 만안구 경수대로 1234 (석수동),0507-1411-2475,https://blog.naver.com/maumamc24,no,09:30–22:00,토 09:30–22:00 · 일 09:30–18:00,일반진료|예방접종,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%A7%88%EC%9D%8C%EB%93%A0%EB%93%A0%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=24%EC%8B%9C+%EB%A7%88%EC%9D%8C%EB%93%A0%EB%93%A0%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_5e680651bc87,24시 명 동물메디컬센터,secondary,2차 의료센터,서울특별시,구로구,"서울특별시 구로구 남부순환로 775 (개봉동, 개봉푸르지오)",02-2619-5102,https://blog.naver.com/petsong1472,no,10:00–19:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%AA%85+%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EA%B5%AC%EB%A1%9C%EA%B5%AC,https://map.kakao.com/?q=24%EC%8B%9C+%EB%AA%85+%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_9c5fb7d3c48b,24시 모두의동물병원,primary,1차 진료,경기도,광명시,경기도 광명시 하안로 289 (하안동),02-6951-2475,https://blog.naver.com/moduamc,yes,00:00–24:00,,응급|일반진료|내과|외과(일반)|예방접종,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%AA%A8%EB%91%90%EC%9D%98%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B4%91%EB%AA%85%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C+%EB%AA%A8%EB%91%90%EC%9D%98%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_93b814a345a4,24시 모란동물메디컬센터,secondary,2차 의료센터,경기도,광주시,경기도 광주시 경충대로 1448 (쌍령동),031-765-1100,https://blog.naver.com/kimsh8774,partial,00:00–24:00,토 00:00–24:00 · 일 00:00–24:00,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%AA%A8%EB%9E%80%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EA%B4%91%EC%A3%BC%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C+%EB%AA%A8%EB%9E%80%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_66151d244771,24시 범어동물의료센터,secondary,2차 의료센터,대구광역시,수성구,대구광역시 수성구 달구벌대로 2354-1 (수성동3가),053-716-7585,http://www.thebeamc.com/,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%B2%94%EC%96%B4%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EC%88%98%EC%84%B1%EA%B5%AC,https://map.kakao.com/?q=24%EC%8B%9C+%EB%B2%94%EC%96%B4%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C
nat_30fd77c5d993,24시 분당 리더스 동물의료원,secondary,2차 의료센터,경기도,성남시,경기도 성남시 분당구 성남대로 45 (구미동),0507-1346-8276,http://leadersamc.co.kr,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EB%B6%84%EB%8B%B9+%EB%A6%AC%EB%8D%94%EC%8A%A4+%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%9B%90+%EC%84%B1%EB%82%A8%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C+%EB%B6%84%EB%8B%B9+%EB%A6%AC%EB%8D%94%EC%8A%A4+%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_0477feaca51e,24시 서울YES동물병원,primary,1차 진료,경기도,용인시,경기도 용인시 수지구 현암로 81 (죽전동),031-272-1313,https://www.seoulyes24.com,yes,00:00–24:00,,응급|일반진료|내과|외과(일반)|예방접종,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EC%84%9C%EC%9A%B8YES%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9A%A9%EC%9D%B8%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C+%EC%84%9C%EC%9A%B8YES%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_746ded5024a5,24시 성심 동물 메디컬 센터,secondary,2차 의료센터,대전광역시,유성구,대전광역시 유성구 계룡로 131 (봉명동),0507-1326-7566,http://sungsimamc.com/,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EC%84%B1%EC%8B%AC+%EB%8F%99%EB%AC%BC+%EB%A9%94%EB%94%94%EC%BB%AC+%EC%84%BC%ED%84%B0+%EC%9C%A0%EC%84%B1%EA%B5%AC,https://map.kakao.com/?q=24%EC%8B%9C+%EC%84%B1%EC%8B%AC+%EB%8F%99%EB%AC%BC+%EB%A9%94%EB%94%94%EC%BB%AC+%EC%84%BC%ED%84%B0+%EB%8C%80%EC%A0%84%EA%B4%91%EC%97%AD%EC%8B%9C
nat_20dc2bd9ff6a,24시 센텀동물메디컬센터 연산점,secondary,2차 의료센터,부산광역시,금정구,"부산광역시 금정구 금강로 184 (장전동, 온천 아이브)",051-711-8253,https://neuroamc.com,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EC%84%BC%ED%85%80%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EC%97%B0%EC%82%B0%EC%A0%90+%EA%B8%88%EC%A0%95%EA%B5%AC,https://map.kakao.com/?q=24%EC%8B%9C+%EC%84%BC%ED%85%80%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EC%97%B0%EC%82%B0%EC%A0%90+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_52099c84b892,24시 센트럴동물의료센터,secondary,2차 의료센터,경기도,시흥시,경기도 시흥시 정왕대로 174 (정왕동),031-432-2475,https://www.centralamc24.com,yes,00:00–24:00,,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=24%EC%8B%9C+%EC%84%BC%ED%8A%B8%EB%9F%B4%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EC%8B%9C%ED%9D%A5%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C+%EC%84%BC%ED%8A%B8%EB%9F%B4%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EA%B2%BD%EA%B8%B0%EB%8F%84
