id,name,care_level_ko,care_level,sido,sigungu,address,phone,homepage,has_homepage,hours_24h,weekday_hours,weekend_hours,departments,place_search_url,daum_map_url
nat_5bf06dd82b82,중부동물병원,일반 동네병원,neighborhood,경기도,이천시,경기도 이천시 남천로 65 (중리동),031-634-3030,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%A4%91%EB%B6%80%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%A4%91%EB%B6%80%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_09b3eb3a414d,제일동물병원,일반 동네병원,neighborhood,서울,금천구,서울 금천구 시흥4동 837-37,02-894-3029,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%A0%9C%EC%9D%BC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EC%A0%9C%EC%9D%BC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8
nat_c7f5955177fe,솔로몬동물병원,일반 동네병원,neighborhood,부산광역시,연제구,부산광역시 연제구 거제시장로 18-6 (거제동),051-862-1188,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%86%94%EB%A1%9C%EB%AA%AC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EC%86%94%EB%A1%9C%EB%AA%AC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_f712143cc4a4,녹십자동물병원,일반 동네병원,neighborhood,광주광역시,광산구,광주광역시 광산구 광산로 96-1 (송정동),062-943-8288,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%85%B9%EC%8B%AD%EC%9E%90%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EB%85%B9%EC%8B%AD%EC%9E%90%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C
nat_5b6fd8803413,양지가축동물병원,일반 동네병원,neighborhood,서울특별시,강동구,서울특별시 강동구 천호대로191길 6 (길동),02-478-2208,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%96%91%EC%A7%80%EA%B0%80%EC%B6%95%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EC%96%91%EC%A7%80%EA%B0%80%EC%B6%95%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_c73ea06634ca,플라티나포톤,일반 동네병원,neighborhood,서울특별시,강동구,"서울특별시 강동구 성내로14길 42-24 (성내동, 올림픽하이빌)",02-470-8234,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%ED%94%8C%EB%9D%BC%ED%8B%B0%EB%82%98%ED%8F%AC%ED%86%A4+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%ED%94%8C%EB%9D%BC%ED%8B%B0%EB%82%98%ED%8F%AC%ED%86%A4+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_b64d5ecce0d9,호랑이동물병원,일반 동네병원,neighborhood,인천,연수구,인천 연수구 송도문화로28번길 28 205동 1층 5-110호,0507-1479-7522,https://blog.naver.com/horangeevet,Y,no,09:00–20:00,토 09:00–14:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%ED%98%B8%EB%9E%91%EC%9D%B4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B8%EC%B2%9C,https://map.kakao.com/?q=%ED%98%B8%EB%9E%91%EC%9D%B4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B8%EC%B2%9C
nat_4b03255b36a3,나은동물병원 안양,일반 동네병원,neighborhood,경기,안양시,"경기 안양시 동안구 귀인로 108 융창빌딩 2층 (206,207호)",0507-1371-0750,https://www.instagram.com/naeun_ah,N,no,10:00–20:00,토 10:00–20:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%82%98%EC%9D%80%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%95%88%EC%96%91+%EA%B2%BD%EA%B8%B0,https://map.kakao.com/?q=%EB%82%98%EC%9D%80%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%95%88%EC%96%91+%EA%B2%BD%EA%B8%B0
nat_cd296ea0355d,가평동물병원,일반 동네병원,neighborhood,경기,가평군,경기 가평군 가평읍 보납로 11 가평센트럴파크 더스카이아파트,031-582-7582,,N,no,09:30–19:00,토 09:30–15:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EA%B0%80%ED%8F%89%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0,https://map.kakao.com/?q=%EA%B0%80%ED%8F%89%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0
nat_0479d878f867,모던동물병원,일반 동네병원,neighborhood,광주광역시,동구,광주광역시 동구 중앙로290번길 2 (계림동),062-226-0075,https://blog.naver.com/modern0075,Y,no,09:30–19:00,토 09:30–17:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%AA%A8%EB%8D%98%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EB%AA%A8%EB%8D%98%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C
nat_11fd6f694697,열린동물병원,일반 동네병원,neighborhood,서울특별시,용산구,서울특별시 용산구 원효로35길 30 (원효로3가),02-3273-0075,,N,no,,토 09:00–19:00 · 일 휴무,일반진료|예방접종|응급|고양이,https://search.naver.com/search.naver?query=%EC%97%B4%EB%A6%B0%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EC%97%B4%EB%A6%B0%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_13535890aab6,헤이든동물병원,일반 동네병원,neighborhood,서울,강남구,"서울 강남구 언주로7길 6 1층 101호, 102호, 103호, 113호",02-6207-5551,https://heydenamc.modoo.at,Y,no,09:30–20:00,토 09:30–18:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%ED%97%A4%EC%9D%B4%EB%93%A0%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8,https://map.kakao.com/?q=%ED%97%A4%EC%9D%B4%EB%93%A0%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8
nat_6c01267a2640,다나동물병원,일반 동네병원,neighborhood,대전광역시,중구,대전광역시 중구 계백로 1588 (유천동),042-255-3351,https://www.instagram.com/dana_animal_hospital,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%8B%A4%EB%82%98%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EC%A0%84%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EB%8B%A4%EB%82%98%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EC%A0%84%EA%B4%91%EC%97%AD%EC%8B%9C
nat_4f412b76070f,이브동물케어,일반 동네병원,neighborhood,부산광역시,부산진구,부산광역시 부산진구 거제대로74번길 18 (양정동),051-851-7590,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%9D%B4%EB%B8%8C%EB%8F%99%EB%AC%BC%EC%BC%80%EC%96%B4%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EC%9D%B4%EB%B8%8C%EB%8F%99%EB%AC%BC%EC%BC%80%EC%96%B4+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_fd2d356ba0bf,더펫동물병원,일반 동네병원,neighborhood,충남,천안시,충남 천안시 서북구 원두정8길 40 1층,0507-1360-8613,https://blog.naver.com/thepethospital,Y,no,10:00–19:00,토 10:00–18:00 · 일 14:00–18:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%8D%94%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B6%A9%EB%82%A8,https://map.kakao.com/?q=%EB%8D%94%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B6%A9%EB%82%A8
nat_92a8d44ae333,양동진동물병원,일반 동네병원,neighborhood,경기도,양평군,경기도 양평군 용문면 삼성흑천5길 72-7,031-771-5110,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%96%91%EB%8F%99%EC%A7%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%96%91%EB%8F%99%EC%A7%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_c5f1edc75654,정직동물병원,일반 동네병원,neighborhood,경기,하남시,"경기 하남시 미사강변중앙로 180 2층 2017, 2018호",031-8027-0918,https://blog.naver.com/jungjikamc,Y,no,10:00–20:00,토 10:00–19:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%A0%95%EC%A7%81%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0,https://map.kakao.com/?q=%EC%A0%95%EC%A7%81%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0
nat_7009cefd5ddc,뉴하트동물병원,일반 동네병원,neighborhood,경기,의정부시,경기 의정부시 서광로 135 2층 201-1호,0507-1337-6356,https://blog.naver.com/newheart_amc,Y,no,10:00–19:00,토 10:00–17:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%89%B4%ED%95%98%ED%8A%B8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0,https://map.kakao.com/?q=%EB%89%B4%ED%95%98%ED%8A%B8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0
nat_718446f96a4a,코카24시동물병원,일반 동네병원,neighborhood,경남,김해시,경남 김해시 상동로 885 202호,055-326-4545,,N,no,10:00–19:00,토 10:00–19:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BD%94%EC%B9%B424%EC%8B%9C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EB%82%A8,https://map.kakao.com/?q=%EC%BD%94%EC%B9%B424%EC%8B%9C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EB%82%A8
nat_89b3bb685cb5,건강하게동물병원,일반 동네병원,neighborhood,경기,하남시,경기 하남시 위례학암로14번길 27 디에이치타워위례 201호,02-402-7582,https://blog.naver.com/well-being23,Y,no,09:30–19:30,토 09:30–19:30 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EA%B1%B4%EA%B0%95%ED%95%98%EA%B2%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0,https://map.kakao.com/?q=%EA%B1%B4%EA%B0%95%ED%95%98%EA%B2%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0
nat_00f3e11b3c4d,신장동물병원,일반 동네병원,neighborhood,경기도,하남시,경기도 하남시 신장로76번길 74 (신장동),031-791-5578,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%8B%A0%EC%9E%A5%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%8B%A0%EC%9E%A5%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_248315f41b7c,세브란스동물병원,일반 동네병원,neighborhood,경기도,고양시,경기도 고양시 일산서구 일현로 48 (탄현동),031-924-0075,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%84%B8%EB%B8%8C%EB%9E%80%EC%8A%A4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%84%B8%EB%B8%8C%EB%9E%80%EC%8A%A4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_0ced4c46099a,렛츠런파크서울동물병원,일반 동네병원,neighborhood,경기도,과천시,경기도 과천시 경마공원대로 107 (주암동),02-509-1903,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%A0%9B%EC%B8%A0%EB%9F%B0%ED%8C%8C%ED%81%AC%EC%84%9C%EC%9A%B8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EB%A0%9B%EC%B8%A0%EB%9F%B0%ED%8C%8C%ED%81%AC%EC%84%9C%EC%9A%B8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_5f62fe4b2f19,명진동물병원,일반 동네병원,neighborhood,대구광역시,동구,대구광역시 동구 아양로11길 81-4 (신암동),053-943-8275,,N,no,,토 10:00–17:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%AA%85%EC%A7%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EB%AA%85%EC%A7%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C
nat_dca2d5cc884b,양동진푸른동물병원,일반 동네병원,neighborhood,경기도,양평군,경기도 양평군 용문면 다문중앙1길 15,,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%96%91%EB%8F%99%EC%A7%84%ED%91%B8%EB%A5%B8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%96%91%EB%8F%99%EC%A7%84%ED%91%B8%EB%A5%B8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_a23ae532186e,강동큰숲동물병원,일반 동네병원,neighborhood,서울,강동구,서울 강동구 양재대로 1384 미림빌딩 1층,02-6958-7975,https://bigforestvet.modoo.at/,Y,no,10:00–20:00,토 10:00–17:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EA%B0%95%EB%8F%99%ED%81%B0%EC%88%B2%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8,https://map.kakao.com/?q=%EA%B0%95%EB%8F%99%ED%81%B0%EC%88%B2%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8
nat_59a9cd7f2dc2,서봉동물병원,일반 동네병원,neighborhood,광주광역시,광산구,광주광역시 광산구 어등대로 289-5 (서봉동),,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%84%9C%EB%B4%89%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EC%84%9C%EB%B4%89%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C
nat_2a14ceaec723,태전동물병원,일반 동네병원,neighborhood,경기,광주시,경기 광주시 고산길62번길 49-7 1층,0507-1360-9975,https://tjamc.modoo.at,Y,no,10:00–19:00,토 10:00–19:00 · 일 14:00–18:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%ED%83%9C%EC%A0%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0,https://map.kakao.com/?q=%ED%83%9C%EC%A0%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0
nat_279e3956b002,로아동물병원,일반 동네병원,neighborhood,경기,군포시,"경기 군포시 고산로 707 1층, 2층",031-399-8875,https://www.instagram.com/ahloa707/,N,no,10:00–20:00,토 10:00–20:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%A1%9C%EC%95%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0,https://map.kakao.com/?q=%EB%A1%9C%EC%95%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0
nat_5a7f6399a50f,덕은하이동물병원,일반 동네병원,neighborhood,경기,고양시,"경기 고양시 덕양구 으뜸로 130 214,215호",0507-1364-0497,https://www.instagram.com/deogeunhi_ah,N,no,10:00–19:00,토 10:00–19:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%8D%95%EC%9D%80%ED%95%98%EC%9D%B4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0,https://map.kakao.com/?q=%EB%8D%95%EC%9D%80%ED%95%98%EC%9D%B4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0
nat_f83a6dc84a7e,삼성동물병원,일반 동네병원,neighborhood,부산광역시,기장군,부산광역시 기장군 일광읍 해빛로 13,070-8862-7599,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%82%BC%EC%84%B1%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EC%82%BC%EC%84%B1%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_5c849a1de7b8,푸른힐동물병원,일반 동네병원,neighborhood,경기,안양시,경기 안양시 동안구 흥안대로456번길 24 2층 201호,0507-1477-7587,https://greenhealamc.modoo.at,Y,no,09:30–20:30,토 12:00–18:00 · 일 12:00–18:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%ED%91%B8%EB%A5%B8%ED%9E%90%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0,https://map.kakao.com/?q=%ED%91%B8%EB%A5%B8%ED%9E%90%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0
nat_91ba63b27025,나비동물병원,일반 동네병원,neighborhood,부산광역시,수영구,부산광역시 수영구 광남로 184-1 (민락동),051-754-6684,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%82%98%EB%B9%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EB%82%98%EB%B9%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
