id,name,care_level_ko,care_level,sido,sigungu,address,phone,homepage,has_homepage,hours_24h,weekday_hours,weekend_hours,departments,place_search_url,daum_map_url
nat_3abf30e28180,24시팔용feel동물병원,일반 동네병원,neighborhood,경상남도,창원시,경상남도 창원시 의창구 평산로 102 (팔용동),055-255-1275,,N,no,09:30–19:30,토 09:30–17:30 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=24%EC%8B%9C%ED%8C%94%EC%9A%A9feel%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B0%BD%EC%9B%90%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C%ED%8C%94%EC%9A%A9feel%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84
nat_a06b38e8e7da,24시페토피아동물병원,일반 동네병원,neighborhood,서울특별시,송파구,서울특별시 송파구 오금로 203 (방이동),02-414-0075,http://petopi.aym.co.kr/,Y,yes,,,일반진료|예방접종|24시|특수동물,https://search.naver.com/search.naver?query=24%EC%8B%9C%ED%8E%98%ED%86%A0%ED%94%BC%EC%95%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=24%EC%8B%9C%ED%8E%98%ED%86%A0%ED%94%BC%EC%95%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_144f15175600,24시프라임동물병원,일반 동네병원,neighborhood,대구광역시,달서구,대구광역시 달서구 비슬로 2746 (대곡동),053-631-9966,,N,no,10:00–21:00,토 10:00–19:00 · 일 11:00–18:00,일반진료|예방접종,https://search.naver.com/search.naver?query=24%EC%8B%9C%ED%94%84%EB%9D%BC%EC%9E%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8B%AC%EC%84%9C%EA%B5%AC,https://map.kakao.com/?q=24%EC%8B%9C%ED%94%84%EB%9D%BC%EC%9E%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C
nat_b6b0d79e3612,25시 죽곡동물병원,일반 동네병원,neighborhood,인천광역시,연수구,인천광역시 연수구 먼우금로252번길 27-10 (연수동),053-587-8765,https://blog.naver.com/25jukgok,Y,no,09:30–18:30,토 09:30–18:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=25%EC%8B%9C+%EC%A3%BD%EA%B3%A1%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=25%EC%8B%9C+%EC%A3%BD%EA%B3%A1%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C
nat_37e9dcd72338,25시동물병원,일반 동네병원,neighborhood,서울특별시,노원구,"서울특별시 노원구 한글비석로8길 20 (중계동, 대림벽산아파트)",02-935-0075,,N,no,09:30–20:00,토 10:00–18:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=25%EC%8B%9C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%85%B8%EC%9B%90%EA%B5%AC,https://map.kakao.com/?q=25%EC%8B%9C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_9e484c909bc2,25시동물병원,일반 동네병원,neighborhood,부산광역시,남구,부산광역시 남구 수영로168번길 34-20 (대연동),051-635-0402,,N,no,09:30–19:00,토 09:30–17:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=25%EC%8B%9C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%82%A8%EA%B5%AC,https://map.kakao.com/?q=25%EC%8B%9C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_338a4bc616c1,25시동물병원,일반 동네병원,neighborhood,경기도,성남시,경기도 성남시 중원구 산성대로504번길 1 (은행동),031-731-0025,,N,no,09:00–19:30,토 09:00–17:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=25%EC%8B%9C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%B1%EB%82%A8%EC%8B%9C,https://map.kakao.com/?q=25%EC%8B%9C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_36ac1facc8f6,365 마음동물병원,일반 동네병원,neighborhood,서울특별시,구로구,서울특별시 구로구 오리로 1286 (궁동),02-2611-5223,https://www.instagram.com/365maeum_ah,N,no,10:00–20:00,,일반진료|예방접종,https://search.naver.com/search.naver?query=365+%EB%A7%88%EC%9D%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=365+%EB%A7%88%EC%9D%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_cb3ce07d348f,365동물병원,일반 동네병원,neighborhood,서울특별시,도봉구,서울특별시 도봉구 방학로 54 (방학동),02-6402-0365,https://blog.naver.com/365ah,Y,no,10:00–19:00,토 10:00–19:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=365%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=365%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_b7c118c4a233,365동물병원 분당점,일반 동네병원,neighborhood,경기도,성남시,경기도 성남시 분당구 미금일로90번길 32 (구미동),0507-1449-0365,http://instagram.com/bundang365,N,no,,토 10:00–18:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=365%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%84%EB%8B%B9%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=365%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%84%EB%8B%B9%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_3b1298a15f1a,365동판교동물병원,일반 동네병원,neighborhood,경기도,성남시,경기도 성남시 분당구 판교역로14번길 20 (백현동),0507-1340-7582,https://blog.naver.com/eastpangyoah,Y,no,10:00–19:00,토 10:00–19:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=365%EB%8F%99%ED%8C%90%EA%B5%90%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=365%EB%8F%99%ED%8C%90%EA%B5%90%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_5257f72a1e54,365신원당동물병원,일반 동네병원,neighborhood,경기도,고양시,경기도 고양시 덕양구 호국로790번길 88 (성사동),031-963-0075,https://blog.naver.com/vetfriends,Y,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=365%EC%8B%A0%EC%9B%90%EB%8B%B9%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=365%EC%8B%A0%EC%9B%90%EB%8B%B9%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_c0934411fe54,ABC동물병원,일반 동네병원,neighborhood,대전,서구,대전 서구 도안동로 234 후문,02-3471-0075,https://blog.naver.com/abcanimalhospital,Y,no,09:30–20:00,토 09:30–20:00 · 일 10:00–18:00,일반진료|예방접종,https://search.naver.com/search.naver?query=ABC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EC%A0%84,https://map.kakao.com/?q=ABC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EC%A0%84
nat_b079a66f314c,ABC동물병원,일반 동네병원,neighborhood,부산광역시,수영구,부산광역시 수영구 수영로 618-1 (광안동),051-761-2502,,N,no,10:00–19:00,토 10:00–14:30 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=ABC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%88%98%EC%98%81%EA%B5%AC,https://map.kakao.com/?q=ABC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_85bd91458130,ACE동물병원,일반 동네병원,neighborhood,인천광역시,연수구,"인천광역시 연수구 센트럴로 194 (송도동, 더샵 센트럴파크2)",0507-1438-7584,https://blog.naver.com/aceamc,Y,no,09:40–19:30,토 09:40–17:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=ACE%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=ACE%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C
nat_9476d130862b,AK동물병원,일반 동네병원,neighborhood,경기도,용인시,경기도 용인시 기흥구 서천서로12번길 4-5 (서천동),033-242-2112,http://www.akanimal.com/,Y,no,09:00–19:00,일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=AK%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=AK%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_2c1a5ab47c10,AP동물병원,일반 동네병원,neighborhood,경기도,용인시,경기도 용인시 수지구 수지로 421 (동천동),031-263-0085,https://www.instagram.com/ap_animal_hospital/,N,no,09:30–19:00,토 09:30–19:00 · 일 10:00–18:00,일반진료|예방접종,https://search.naver.com/search.naver?query=AP%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=AP%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_3602864fbf82,BAC바른동물병원,일반 동네병원,neighborhood,경상북도,안동시,경상북도 안동시 운동장길 10 (정하동),054-900-7582,http://pf.kakao.com/_gGadT,N,no,10:00–18:00,토 10:00–13:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=BAC%EB%B0%94%EB%A5%B8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84,https://map.kakao.com/?q=BAC%EB%B0%94%EB%A5%B8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84
nat_9f90ab1e9dd7,BB동물병원,일반 동네병원,neighborhood,경상북도,구미시,경상북도 구미시 인동46길 24 (구평동),052-211-7599,http://cafe.naver.com/bbanimalclinic,Y,no,09:30–18:30,토 09:30–17:30 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=BB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84,https://map.kakao.com/?q=BB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84
nat_171aa16a47f3,BS조은동물병원,일반 동네병원,neighborhood,부산광역시,해운대구,부산광역시 해운대구 윗반송로31번길 73 (반송동),051-544-7588,,N,unknown,,,일반진료|예방접종|내과|외과|치과|안과|피부|고양이|중성화,https://search.naver.com/search.naver?query=BS%EC%A1%B0%EC%9D%80%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=BS%EC%A1%B0%EC%9D%80%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_fb660783fab7,CM동물병원,일반 동네병원,neighborhood,충청북도,진천군,충청북도 진천군 광혜원면 화랑2길 12-4,043-533-8868,,N,no,10:00–20:00,토 10:00–18:00 · 일 10:00–15:00,일반진료|예방접종,https://search.naver.com/search.naver?query=CM%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%A7%84%EC%B2%9C%EA%B5%B0,https://map.kakao.com/?q=CM%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B6%A9%EC%B2%AD%EB%B6%81%EB%8F%84
nat_8fea9dc5d1fe,디앤씨동물병원,일반 동네병원,neighborhood,인천광역시,남동구,인천광역시 남동구 백범로 457 (간석동),0507-1380-7525,https://blog.naver.com/plus10815,Y,no,09:30–19:30,토 09:30–18:30 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%94%94%EC%95%A4%EC%94%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EB%94%94%EC%95%A4%EC%94%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C
