id,name,care_level_ko,care_level,sido,sigungu,address,phone,homepage,has_homepage,hours_24h,weekday_hours,weekend_hours,departments,place_search_url,daum_map_url
nat_ae1328ee5b56,쿨펫동물병원,일반 동네병원,neighborhood,전북특별자치도,군산시,전북특별자치도 군산시 구암3.1로 137 (경암동),0507-1414-7531,https://goonsancoolpet.modoo.at,Y,no,10:00–19:00,토 10:00–19:00 · 일 10:00–19:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%A0%84%EB%B6%81%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%A0%84%EB%B6%81%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84
nat_a309f6e2d4f7,쿨펫동물병원,일반 동네병원,neighborhood,광주,광산구,광주 광산구 수완로9번길 39-9 아름파크1층,0507-1419-1256,,N,no,10:00–21:00,토 10:00–21:00 · 일 10:00–21:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B4%91%EC%A3%BC,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B4%91%EC%A3%BC
nat_126d052a79b2,쿨펫동물병원,일반 동네병원,neighborhood,부산,해운대구,부산 해운대구 좌동순환로433번길 22 2층,02-2645-2727,,N,no,10:00–20:00,토 10:00–19:00 · 일 10:00–19:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%80%EC%82%B0,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%80%EC%82%B0
nat_384d774f323e,쿨펫동물병원 권선점,일반 동네병원,neighborhood,경기도,수원시,경기도 수원시 권선구 동수원로 232 (권선동),031-237-1175,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EA%B6%8C%EC%84%A0%EC%A0%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B6%8C%EC%84%A0%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_2d7b4f8607c9,쿨펫동물병원 동구점,일반 동네병원,neighborhood,울산광역시,동구,울산광역시 동구 방어진순환도로 637 (일산동),052-232-3567,,N,no,,토 10:00–16:00 · 일 휴무,일반진료|예방접종|중성화|수술|피부|치과|안과|내과|고양이,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8F%99%EA%B5%AC%EC%A0%90+%EC%9A%B8%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8F%99%EA%B5%AC%EC%A0%90+%EC%9A%B8%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_7cecba27a646,쿨펫동물병원 동백점,일반 동네병원,neighborhood,경기도,용인시,경기도 용인시 기흥구 동백죽전대로 444 (중동),031-679-0551,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EB%8F%99%EB%B0%B1%EC%A0%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8F%99%EB%B0%B1%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_1c83918fb14e,쿨펫동물병원 롯데마트검단점,일반 동네병원,neighborhood,인천광역시,서구,인천광역시 서구 원당대로 581 (마전동),032-561-7599,,N,no,10:00–19:00,토 10:00–19:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%A1%AF%EB%8D%B0%EB%A7%88%ED%8A%B8%EA%B2%80%EB%8B%A8%EC%A0%90+%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%A1%AF%EB%8D%B0%EB%A7%88%ED%8A%B8%EA%B2%80%EB%8B%A8%EC%A0%90+%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C
nat_643f045d7a71,쿨펫동물병원 롯데마트안성점,일반 동네병원,neighborhood,경기도,안성시,경기도 안성시 공도읍 서동대로 4478,031-618-7533,https://blog.naver.com/anseongcoolpet,Y,no,10:00–19:00,토 10:00–19:30 · 일 10:00–19:30,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%A1%AF%EB%8D%B0%EB%A7%88%ED%8A%B8%EC%95%88%EC%84%B1%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%A1%AF%EB%8D%B0%EB%A7%88%ED%8A%B8%EC%95%88%EC%84%B1%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_68f9b8ee4b17,쿨펫동물병원 빅마켓금천점,일반 동네병원,neighborhood,서울특별시,금천구,서울특별시 금천구 두산로 71 (독산동),02-861-2000,,N,no,10:30–20:00,토 10:30–20:00 · 일 10:00–18:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B9%85%EB%A7%88%EC%BC%93%EA%B8%88%EC%B2%9C%EC%A0%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B9%85%EB%A7%88%EC%BC%93%EA%B8%88%EC%B2%9C%EC%A0%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_b6ca25c6b07d,쿨펫동물병원 이마트 금정점,일반 동네병원,neighborhood,대구,달서구,대구 달서구 송현동3길 8 1층,051-518-1360,https://blog.naver.com/guitarlv02,Y,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B4%EB%A7%88%ED%8A%B8+%EA%B8%88%EC%A0%95%EC%A0%90+%EB%8C%80%EA%B5%AC,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B4%EB%A7%88%ED%8A%B8+%EA%B8%88%EC%A0%95%EC%A0%90+%EB%8C%80%EA%B5%AC
nat_9d2776f0f539,쿨펫동물병원 이마트 안성점,일반 동네병원,neighborhood,경기도,안성시,경기도 안성시 중앙로 246 (석정동),031-677-7975,https://www.instagram.com/coolpet.anseong,N,no,10:00–20:00,토 10:00–20:00 · 일 10:00–20:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B4%EB%A7%88%ED%8A%B8+%EC%95%88%EC%84%B1%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B4%EB%A7%88%ED%8A%B8+%EC%95%88%EC%84%B1%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_9d3d9952cefd,쿨펫동물병원 이마트검단점,일반 동네병원,neighborhood,인천,서구,인천 서구 서곶로 754 3층 동물병원,032-565-7975,https://blog.naver.com/stvet,Y,no,10:00–21:00,토 10:00–21:00 · 일 10:00–21:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B4%EB%A7%88%ED%8A%B8%EA%B2%80%EB%8B%A8%EC%A0%90+%EC%9D%B8%EC%B2%9C,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B4%EB%A7%88%ED%8A%B8%EA%B2%80%EB%8B%A8%EC%A0%90+%EC%9D%B8%EC%B2%9C
nat_7188d8cdb9e8,쿨펫동물병원 이마트광교점,일반 동네병원,neighborhood,경기도,수원시,경기도 수원시 영통구 광교로 191 (이의동),031-211-7782,http://www.instagram.com/gwanggyocoolpet,N,no,10:00–19:00,토 10:00–17:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B4%EB%A7%88%ED%8A%B8%EA%B4%91%EA%B5%90%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B4%EB%A7%88%ED%8A%B8%EA%B4%91%EA%B5%90%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_acffe8485141,쿨펫동물병원 이마트중동점,일반 동네병원,neighborhood,경기도,부천시,경기도 부천시 원미구 석천로 188 (중동),032-325-9617,,N,no,10:00–21:00,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B4%EB%A7%88%ED%8A%B8%EC%A4%91%EB%8F%99%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B4%EB%A7%88%ED%8A%B8%EC%A4%91%EB%8F%99%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_ec342178a64a,쿨펫동물병원 이마트평촌점,일반 동네병원,neighborhood,경기도,안양시,경기도 안양시 동안구 시민대로 300 (관양동),031-382-0011,,N,no,10:00–22:00,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B4%EB%A7%88%ED%8A%B8%ED%8F%89%EC%B4%8C%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B4%EB%A7%88%ED%8A%B8%ED%8F%89%EC%B4%8C%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_35bf7ecfb037,쿨펫동물병원 죽전점,일반 동네병원,neighborhood,경기도,용인시,경기도 용인시 수지구 포은대로 552 (죽전동),031-261-7512,https://blog.naver.com/coolpet552,Y,no,10:00–21:00,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%A3%BD%EC%A0%84%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%A3%BD%EC%A0%84%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_b37bf7424b07,쿨펫동물병원 킨텍스점,일반 동네병원,neighborhood,경기도,고양시,경기도 고양시 일산서구 킨텍스로 171 (대화동),031-911-9975,https://kintexcoolpet.modoo.at,Y,no,10:00–19:00,토 10:00–19:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%ED%82%A8%ED%85%8D%EC%8A%A4%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%ED%82%A8%ED%85%8D%EC%8A%A4%EC%A0%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_48d356ac8c82,쿨펫동물병원 탄방점,일반 동네병원,neighborhood,경기,가평군,경기 가평군 상면 수목원로 174,042-223-2233,,N,no,10:00–19:00,토 10:00–19:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%ED%83%84%EB%B0%A9%EC%A0%90+%EA%B2%BD%EA%B8%B0,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%ED%83%84%EB%B0%A9%EC%A0%90+%EA%B2%BD%EA%B8%B0
nat_f5c4d71bfd1a,쿨펫동물병원 홈플러스북구점,일반 동네병원,neighborhood,울산광역시,북구,울산광역시 북구 신답로 26 (상안동),052-286-3567,,N,no,10:00–18:30,토 10:00–18:30 · 일 10:00–18:30,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%ED%99%88%ED%94%8C%EB%9F%AC%EC%8A%A4%EB%B6%81%EA%B5%AC%EC%A0%90+%EC%9A%B8%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EC%BF%A8%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%ED%99%88%ED%94%8C%EB%9F%AC%EC%8A%A4%EB%B6%81%EA%B5%AC%EC%A0%90+%EC%9A%B8%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_8d12feb01134,퀸즈동물병원,일반 동네병원,neighborhood,경기도,수원시,경기도 수원시 권선구 금곡로118번길 50 (금곡동),031-292-1682,,N,no,10:30–19:00,토 10:30–15:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%ED%80%B8%EC%A6%88%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%ED%80%B8%EC%A6%88%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_c1c0c16e86cb,큐동물병원,일반 동네병원,neighborhood,서울특별시,성북구,"서울특별시 성북구 장위로15길 81 (장위동, 경송하이츠)",02-913-8275,,N,no,,토 10:00–16:30 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%ED%81%90%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%ED%81%90%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_bda3e635ef45,큐피트동물병원,일반 동네병원,neighborhood,경기도,부천시,경기도 부천시 원미구 부일로 447-1 (심곡동),032-666-7975,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%ED%81%90%ED%94%BC%ED%8A%B8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%ED%81%90%ED%94%BC%ED%8A%B8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_203f6179c70d,클로버동물병원,일반 동네병원,neighborhood,서울특별시,구로구,서울특별시 구로구 서해안로 2096 (항동),02-2687-7582,,N,no,10:00–19:30,토 10:00–18:00 · 일 휴무,일반진료|예방접종|특수동물,https://search.naver.com/search.naver?query=%ED%81%B4%EB%A1%9C%EB%B2%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%ED%81%B4%EB%A1%9C%EB%B2%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_b1d81cc44a5a,키다리 동물병원,일반 동네병원,neighborhood,서울특별시,송파구,서울특별시 송파구 새말로 62 (문정동),02-6401-1512,https://blog.naver.com/scarface928,Y,no,10:00–20:00,토 10:00–18:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%ED%82%A4%EB%8B%A4%EB%A6%AC+%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%ED%82%A4%EB%8B%A4%EB%A6%AC+%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_30b1067267cf,키다리동물병원,일반 동네병원,neighborhood,서울특별시,마포구,서울특별시 마포구 월드컵북로 218 (성산동),02-376-7675,http://blog.naver.com/keydaddy,Y,no,10:00–19:00,토 10:00–15:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%ED%82%A4%EB%8B%A4%EB%A6%AC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%ED%82%A4%EB%8B%A4%EB%A6%AC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_929fa80d5e03,키다리동물병원,일반 동네병원,neighborhood,강원,고성군,강원 고성군 거진읍 해오름해변길 117,053-312-7553,https://www.instagram.com/kidari_ah?igsh=MTdlNjU5NnY2b3Y5Mg==,N,no,10:00–19:00,토 10:00–15:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%ED%82%A4%EB%8B%A4%EB%A6%AC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B0%95%EC%9B%90,https://map.kakao.com/?q=%ED%82%A4%EB%8B%A4%EB%A6%AC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B0%95%EC%9B%90
nat_7a99d08ac480,키움동물병원,일반 동네병원,neighborhood,서울특별시,노원구,"서울특별시 노원구 노원로1길 9 (공릉동, 해중빌딩)",02-949-7582,,N,no,10:00–19:00,토 10:00–18:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%ED%82%A4%EC%9B%80%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%ED%82%A4%EC%9B%80%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_c0c03d868934,킴리동물병원,일반 동네병원,neighborhood,서울특별시,송파구,서울특별시 송파구 오금로34길 20 (가락동),02-6925-5475,https://www.instagram.com/yooni_petstylist_s2,N,no,10:00–19:00,토 10:00–19:00 · 일 10:00–19:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%ED%82%B4%EB%A6%AC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%ED%82%B4%EB%A6%AC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
