id,name,care_level_ko,care_level,sido,sigungu,address,phone,homepage,has_homepage,hours_24h,weekday_hours,weekend_hours,departments,place_search_url,daum_map_url
nat_64779cb663a3,안창선동물병원,일반 동네병원,neighborhood,경기도,평택시,경기도 평택시 탄현로 276-1 (지산동),031-665-6252,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%88%EC%B0%BD%EC%84%A0%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%95%88%EC%B0%BD%EC%84%A0%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_1fcaabe6c2ba,안호영동물병원,일반 동네병원,neighborhood,대전광역시,서구,대전광역시 서구 계룡로 358 (갈마동),042-532-7272,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%88%ED%98%B8%EC%98%81%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EC%A0%84%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EC%95%88%ED%98%B8%EC%98%81%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EC%A0%84%EA%B4%91%EC%97%AD%EC%8B%9C
nat_39adf98fcb94,알로하동물병원,일반 동네병원,neighborhood,부산광역시,수영구,부산광역시 수영구 수영로 602-2 (광안동),051-757-7845,,N,no,09:00–18:00,토 10:00–14:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%8C%EB%A1%9C%ED%95%98%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EC%95%8C%EB%A1%9C%ED%95%98%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_5d994d898a16,알파동물병원,일반 동네병원,neighborhood,경상북도,경주시,경상북도 경주시 태종로 713 (노서동),054-743-2135,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%8C%ED%8C%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84,https://map.kakao.com/?q=%EC%95%8C%ED%8C%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84
nat_9ec0fb7c7136,알프스동물병원,일반 동네병원,neighborhood,대구광역시,남구,대구광역시 남구 대덕로 149 (봉덕동),053-473-0815,,N,no,10:00–22:00,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%8C%ED%94%84%EC%8A%A4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EC%95%8C%ED%94%84%EC%8A%A4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C
nat_a2844d5f9309,알프스동물병원,일반 동네병원,neighborhood,경기도,광주시,"경기도 광주시 고불로78번길 32-1 (태전동, 성은빌라)",031-761-1600,,N,partial,,토 09:00–18:30 · 일 00:00–24:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%8C%ED%94%84%EC%8A%A4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%95%8C%ED%94%84%EC%8A%A4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_5996fb480f2e,암사동물병원,일반 동네병원,neighborhood,서울특별시,강동구,서울특별시 강동구 올림픽로 793 (암사동),02-3426-5079,https://instagram.com/hyun_yoosoo?igshid=znvgx22jk2qq,N,no,09:00–20:00,토 09:00–16:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%94%EC%82%AC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EC%95%94%EC%82%AC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_0e869d3bfb18,압구정웰동물병원,일반 동네병원,neighborhood,서울특별시,강남구,서울특별시 강남구 압구정로 108 (신사동),0507-1420-0275,https://blog.naver.com/atylnb,Y,no,10:00–20:00,토 10:00–20:00 · 일 10:00–20:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%95%EA%B5%AC%EC%A0%95%EC%9B%B0%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EC%95%95%EA%B5%AC%EC%A0%95%EC%9B%B0%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_105f7dc4d453,앙리 동물병원,일반 동네병원,neighborhood,서울특별시,성북구,서울특별시 성북구 성북로10길 66-1 (성북동),02-766-7577,https://blog.naver.com/henryamc,Y,no,10:00–19:30,토 10:00–18:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%99%EB%A6%AC+%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EC%95%99%EB%A6%AC+%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_bea706457032,앞선동물병원,일반 동네병원,neighborhood,경기도,고양시,경기도 고양시 덕양구 신원로1길 48 (신원동),02-381-0075,https://blog.naver.com/filmch,Y,no,10:00–20:00,토 10:00–17:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%9E%EC%84%A0%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%95%9E%EC%84%A0%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_1e3292409a89,애견종합병원,일반 동네병원,neighborhood,경기도,용인시,경기도 용인시 처인구 금령로27번길 26 (김량장동),031-335-8275,,N,no,09:00–19:30,토 09:00–17:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%EA%B2%AC%EC%A2%85%ED%95%A9%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%95%A0%EA%B2%AC%EC%A2%85%ED%95%A9%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_4d50da31535c,애나동물병원,일반 동네병원,neighborhood,인천광역시,부평구,인천광역시 부평구 마장로 383 (산곡동),0507-1404-9633,,N,no,09:00–19:00,토 09:00–18:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%EB%82%98%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EC%95%A0%EB%82%98%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C
nat_36cb6fbe230a,애니스동물병원,일반 동네병원,neighborhood,경기도,성남시,경기도 성남시 분당구 미금로 48 (구미동),031-713-9981,,N,no,09:30–20:00,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%EB%8B%88%EC%8A%A4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%95%A0%EB%8B%88%EC%8A%A4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_aea1d3b4907b,애니온동물병원,일반 동네병원,neighborhood,경기도,시흥시,경기도 시흥시 군자천로 335 (정왕동),031-499-7991,,N,no,10:00–19:30,토 10:00–19:30 · 일 10:00–17:30,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%EB%8B%88%EC%98%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EA%B5%B0%EC%9E%90%EC%B2%9C%EB%A1%9C,https://map.kakao.com/?q=%EC%95%A0%EB%8B%88%EC%98%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_32e72b849d92,애니웰동물병원,일반 동네병원,neighborhood,경기도,고양시,경기도 고양시 일산동구 장백로 13 (백석동),0507-1430-7584,,N,no,10:00–19:00,토 10:00–15:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%EB%8B%88%EC%9B%B0%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%95%A0%EB%8B%88%EC%9B%B0%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_21f97e09b3f4,애니존 동물병원,일반 동네병원,neighborhood,경기도,수원시,경기도 수원시 팔달구 인계로108번길 4 (인계동),031-267-0975,,N,no,09:00–19:30,토 09:30–14:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%EB%8B%88%EC%A1%B4+%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%95%A0%EB%8B%88%EC%A1%B4+%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_afbfec8ea07e,애니케어동물병원,일반 동네병원,neighborhood,경기도,구리시,경기도 구리시 벌말로70번길 104 (토평동),031-567-7589,http://pf.kakao.com/_lHbhd/chat,N,no,10:00–19:00,토 10:00–17:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%EB%8B%88%EC%BC%80%EC%96%B4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%95%A0%EB%8B%88%EC%BC%80%EC%96%B4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_83e7cf090d61,애니케어동물병원,일반 동네병원,neighborhood,서울특별시,동대문구,서울특별시 동대문구 이문로9길 80 (이문동),02-967-0877,https://blog.naver.com/anycareah,Y,no,10:00–20:00,토 10:00–18:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%EB%8B%88%EC%BC%80%EC%96%B4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EC%95%A0%EB%8B%88%EC%BC%80%EC%96%B4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_02f0fac4ea6a,애니펫동물병원,일반 동네병원,neighborhood,경기도,용인시,"경기도 용인시 수지구 만현로 99 (상현동, 수지 쌍용 파크뷰)",,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%EB%8B%88%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%95%A0%EB%8B%88%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_fcb4a06fdff1,애니피아동물병원,일반 동네병원,neighborhood,전라남도,여수시,전라남도 여수시 신월로 688 (국동),061-644-2729,,N,no,09:00–18:00,토 09:00–14:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%EB%8B%88%ED%94%BC%EC%95%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84,https://map.kakao.com/?q=%EC%95%A0%EB%8B%88%ED%94%BC%EC%95%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84
nat_2de5368c0c8d,애니힐동물병원,일반 동네병원,neighborhood,인천광역시,남동구,인천광역시 남동구 인하로 608 (구월동),032-466-7975,,N,no,10:00–19:00,토 10:00–15:30 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%EB%8B%88%ED%9E%90%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EC%95%A0%EB%8B%88%ED%9E%90%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C
nat_1329ba9239f7,애드펫동물병원,일반 동네병원,neighborhood,경북,고령군,경북 고령군 다산면 좌학길 12,02-2068-2277,,N,no,09:00–19:00,토 09:00–15:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%EB%93%9C%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EB%B6%81,https://map.kakao.com/?q=%EC%95%A0%EB%93%9C%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EB%B6%81
nat_2a576c0bd5fb,애플동물병원,일반 동네병원,neighborhood,서울특별시,광진구,서울특별시 광진구 천호대로 644 (능동),02-455-0077,https://www.instagram.com/groomer.sso/,N,no,10:00–21:30,토 10:00–21:30 · 일 10:00–18:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%ED%94%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EC%95%A0%ED%94%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_c14e4c244638,애플동물병원,일반 동네병원,neighborhood,대구광역시,달서구,대구광역시 달서구 진천로16길 78 (진천동),0507-1415-1175,https://www.instagram.com/apple_petclinic,N,no,09:30–19:00,토 09:30–18:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%ED%94%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EC%95%A0%ED%94%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C
nat_b86920781ef4,애플동물병원,일반 동네병원,neighborhood,충청북도,충주시,충청북도 충주시 계명대로 15 (칠금동),043-911-8275,,N,no,09:00–18:30,토 09:00–15:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%ED%94%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B6%A9%EC%B2%AD%EB%B6%81%EB%8F%84,https://map.kakao.com/?q=%EC%95%A0%ED%94%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B6%A9%EC%B2%AD%EB%B6%81%EB%8F%84
nat_1f1c7453b60d,애플펫동물병원,일반 동네병원,neighborhood,경기도,광주시,경기도 광주시 태재로 21 (신현동),031-726-4800,https://www.applepetah.co.kr,Y,no,09:30–19:00,토 09:30–18:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A0%ED%94%8C%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%ED%83%9C%EC%9E%AC%EB%A1%9C,https://map.kakao.com/?q=%EC%95%A0%ED%94%8C%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_f2a8bf33cee6,앨리스in동물병원,일반 동네병원,neighborhood,대구광역시,달서구,대구광역시 달서구 조암로 4 (월성동),053-638-7585,,N,no,09:30–19:30,토 09:30–19:30 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A8%EB%A6%AC%EC%8A%A4in%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EC%95%A8%EB%A6%AC%EC%8A%A4in%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C
nat_b288f35ff114,앨리스동물병원,일반 동네병원,neighborhood,경기도,광명시,경기도 광명시 소하로 88 (소하동),02-899-7512,https://blog.naver.com/aliceah,Y,no,10:00–19:00,토 10:00–19:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A8%EB%A6%AC%EC%8A%A4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EC%95%A8%EB%A6%AC%EC%8A%A4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_3bd159d5acd1,앨리스동물병원,일반 동네병원,neighborhood,충북,충주시,충북 충주시 앙성면 모점1길 229,053-963-0775,,N,no,,토 09:30–17:00 · 일 10:00–15:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%EC%95%A8%EB%A6%AC%EC%8A%A4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B6%A9%EB%B6%81,https://map.kakao.com/?q=%EC%95%A8%EB%A6%AC%EC%8A%A4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B6%A9%EB%B6%81
